Title,Date
"Squid Game: The Challenge: Season 1: One Lucky Day","12/7/23"
"The Great British Baking Show: Collection 11: Biscuit Week","12/6/23"
"May December","12/5/23"
"Family Switch","12/4/23"
"Black Swan","12/3/23"
"The Silencing","12/3/23"
"Squid Game: The Challenge: Season 1: Circle Of Trust","12/3/23"
"The Great British Baking Show: Collection 11: Cake Week","12/3/23"
"Prometheus","12/2/23"
"Squid Game: Season 1: Gganbu","12/2/23"
"Squid Game: The Challenge: Season 1: One Step Closer","12/2/23"
"Squid Game: The Challenge: Season 1: Friend And Foe","12/1/23"
"Squid Game: The Challenge: Season 1: Goodbye","11/30/23"
"Young Sheldon: Season 1: Pilot","11/30/23"
"Squid Game: The Challenge: Season 1: Trick Or Treat","11/30/23"
"Squid Game: The Challenge: Season 1: Nowhere To Hide","11/30/23"
"Squid Game: Season 1: A Fair World","11/30/23"
"Squid Game: Season 1: Stick to the Team","11/30/23"
"Squid Game: The Challenge: Season 1: War","11/30/23"
"Squid Game: Season 1: The Man with the Umbrella","11/29/23"
"Squid Game: Season 1: Hell","11/29/23"
"I Believe in Santa","11/28/23"
"Squid Game: Season 1: Red Light, Green Light","11/28/23"
"Squid Game: The Challenge: Season 1: The Man With The Umbrella","11/28/23"
"Scott Pilgrim Takes Off: Season 1: Ramona Rents a Video","11/27/23"
"Squid Game: The Challenge: Season 1: Red Light, Green Light","11/27/23"
"Scott Pilgrim Takes Off: Season 1: A League of Their Own","11/26/23"
"Falling for Christmas","11/25/23"
"Sukhee","11/25/23"
"Scott Pilgrim Takes Off: Season 1: Scott Pilgrim's Precious Little Life","11/25/23"
"Jingle Jangle: A Christmas Journey","11/24/23"
"Best. Christmas. Ever!","11/24/23"
"The Killer","11/21/23"
"Wednesday: Season 1: Quid Pro Woe","11/20/23"
"Minions","11/19/23"
"The House Bunny","11/19/23"
"Face Off: Season 5: Top 20 Countdown - Judges' Favorites","11/18/23"
"Face Off: Season 5: Swan Song","11/18/23"
"13 Going on 30","11/18/23"
"Suits: Season 1: Pilot Part 1 & 2","11/17/23"
"Face Off: Season 5: Flights of Fantasy","11/16/23"
"Face Off: Season 5: Dark Magic","11/16/23"
"Escaping Twin Flames: Season 1: Smoke & Mirrors","11/16/23"
"Face Off: Season 5: Laughing Dead","11/16/23"
"Face Off: Season 5: Mortal Sins","11/15/23"
"Face Off: Season 5: Cosmic Circus","11/15/23"
"Spider-Man: Across the Spider-Verse","11/15/23"
"Face Off: Season 5: Living Art","11/14/23"
"Wednesday: Season 1: You Reap What You Woe","11/14/23"
"Face Off: Season 5: Going for Gold","11/14/23"
"Face Off: Season 5: Future Frankenstein","11/14/23"
"They Cloned Tyrone","11/14/23"
"Face Off: Season 5: The Vets Strike Back","11/14/23"
"Face Off: Season 5: Trick or Treat","11/13/23"
"Face Off: Season 5: Mother Earth Goddess","11/13/23"
"Till Murder Do Us Part: Soering vs. Haysom: Limited Series: A Love Story","11/13/23"
"Face Off: Season 5: Subterranean Terror","11/13/23"
"Face Off: Season 5: Gettin' Goosed","11/13/23"
"Kohrra: Season 1: Episode 1","11/12/23"
"Kohrra: Season 1: Episode 6","11/12/23"
"Face Off: Season 4: Living the Dream","11/12/23"
"Face Off: Season 4: Alien Apocalypse","11/11/23"
"Lust Stories 2","11/11/23"
"Face Off: Season 4: Mummy Mayhem","11/11/23"
"Face Off: Season 4: It's Better in the Dark","11/11/23"
"Face Off: Season 4: Howl at the Moon","11/11/23"
"Face Off: Season 4: Bugging Out","11/11/23"
"Face Off: Season 4: Two Heads Are Better Than One","11/11/23"
"Black Mirror: Season 6: Demon 79","11/11/23"
"The Devil on Trial","11/11/23"
"Face Off: Season 4: Eye Candy","11/11/23"
"Face Off: Season 4: When Hell Freezes Over","11/11/23"
"Face Off: Season 4: Heroic Proportions","11/11/23"
"Face Off: Season 4: Make It Reign","11/10/23"
"Wednesday: Season 1: Woe What a Night","11/10/23"
"Wednesday: Season 1: Friend or Woe","11/9/23"
"Wednesday: Season 1: Woe Is the Loneliest Number","11/9/23"
"Wednesday: Season 1: Wednesday's Child Is Full of Woe","11/8/23"
"The Lost Daughter","11/8/23"
"Spy Kids 3: Game Over","11/7/23"
"Life on Our Planet: Season 1: Chapter 1: The Rules of Life","11/7/23"
"Spy Kids 2: The Island of Lost Dreams","11/7/23"
"Spy Kids","11/3/23"
"The Devil's Plan: Season 1: Episode 1","11/3/23"
"Knights of the Zodiac","10/30/23"
"No Hard Feelings","10/30/23"
"The Midnight Club: Season 1: Midnight","10/30/23"
"Chilling Adventures of Sabrina: Part 1: Chapter Three: The Trial of Sabrina Spellman","10/29/23"
"Baby Mama","10/28/23"
"The Midnight Club: Season 1: The Eternal Enemy","10/28/23"
"The Midnight Club: Season 1: Road to Nowhere","10/28/23"
"The Fall of the House of Usher: Limited Series: The Raven","10/20/23"
"The Fall of the House of Usher: Limited Series: The Pit and the Pendulum","10/18/23"
"Love Is Blind: Season 5: The Reunion","10/18/23"
"Love Is Blind: Season 5: Big, Big Love","10/17/23"
"The Fall of the House of Usher: Limited Series: Goldbug","10/16/23"
"The Fall of the House of Usher: Limited Series: The Tell-Tale Heart","10/15/23"
"The Fall of the House of Usher: Limited Series: The Black Cat","10/14/23"
"The Fall of the House of Usher: Limited Series: Murder in the Rue Morgue","10/14/23"
"Goosebumps","10/13/23"
"The Curse of Bridge Hollow","10/13/23"
"The Fall of the House of Usher: Limited Series: The Masque of the Red Death","10/13/23"
"The Fall of the House of Usher: Limited Series: A Midnight Dreary","10/13/23"
"Baby Animal Cam: Season 1: The Little Ones","10/13/23"
"Black Mirror: Season 1: Fifteen Million Merits","10/11/23"
"OMG 2","10/11/23"
"Love Is Blind: Season 1: Is Love Blind?","10/8/23"
"Love Is Blind: Season 5: Love on the Rocks","10/8/23"
"Ancient Aliens: Season 7: Aliens and Stargates","10/8/23"
"Get Out","10/8/23"
"Fear Street Part 1: 1994","10/8/23"
"Love Is Blind: Season 5: Love Is a Battlefield","10/7/23"
"Reptile","10/6/23"
"Casper","10/4/23"
"Love Is Blind: Season 5: First Class Love","10/4/23"
"Love Is Blind: Season 5: Going Home","10/4/23"
"Love Is Blind: Season 5: Don't Give Up on Me","10/3/23"
"Love Is Blind: Season 5: She's Gone…?","10/3/23"
"Identity Thief","10/3/23"
"Love Is Blind: Season 5: Blindsided","10/3/23"
"Love Is Blind: Season 5: Can I Talk to You for Real?","10/3/23"
"Love Is Blind: Season 5: So, You're a Recent Cheater?","10/3/23"
"The Swan","10/1/23"
"Jaane Jaan","9/30/23"
"Spy Kids: Armageddon","9/25/23"
"Murdaugh Murders: A Southern Scandal: Season 1: Where Is Mallory?","9/24/23"
"Glow Up: Season 5: The Final: The Masterclass","9/24/23"
"Glow Up: Season 5: Red Carpet: The Brits","9/23/23"
"Glow Up: Season 5: Digital Make-Up: Adidas","9/23/23"
"Missing Link","9/21/23"
"Barbie & Chelsea: The Lost Birthday","9/19/23"
"Barbie: A Touch of Magic: Season 1: When Barbie Met Peggy","9/19/23"
"The Hateful Eight: Extended Version: Last Stage to Red Rock ","9/19/23"
"Glow Up: Season 5: Social Media: TikTok","9/19/23"
"Glow Up: Season 5: TV Special FX: Ghosts","9/19/23"
"Glow Up: Season 5: Beauty Campaign: Sephora","9/19/23"
"Selling The OC: Season 2: Sex, Lies, and iPhone Footage","9/16/23"
"Selling The OC: Season 2: Rough Waters","9/16/23"
"Selling The OC: Season 2: Trouble Travels","9/16/23"
"Selling The OC: Season 2: Every Rose Has Its Thorn","9/11/23"
"Selling The OC: Season 2: The Ring Collector","9/9/23"
"Selling The OC: Season 2: The Elephant in the Office","9/9/23"
"Selling The OC: Season 2: Back on the Market","9/9/23"
"Don't Worry Darling","9/9/23"
"Baby Gorilla Cam: Season 1: Baby Time","9/9/23"
"ONE PIECE: Season 1: ROMANCE DAWN","9/9/23"
"Fences","9/8/23"
"Arrival","9/8/23"
"Love Is Blind: Season 4: After the Altar: Moving On and Moving In","9/6/23"
"Love Is Blind: Season 4: After the Altar: The One Year Anniversary","9/6/23"
"Heartstopper: Season 2: Perfect","8/28/23"
"The Ultimatum: Marry or Move On: Season 2: The Split","8/27/23"
"Dracula: Season 1: The Rules of the Beast","8/27/23"
"Down for Love: Season 1: Episode 1","8/27/23"
"Guillermo del Toro's Cabinet of Curiosities: Season 1: Dreams in the Witch House","8/27/23"
"Heartstopper: Season 2: Sorry","8/27/23"
"DEPP V HEARD: Limited Series: The Viral Verdict","8/27/23"
"Heartstopper: Season 2: Truth / Dare","8/27/23"
"Alchemy of Souls: Part 1: Episode 2","8/26/23"
"Heartstopper: Season 2: Heat","8/25/23"
"Heartstopper: Season 2: Challenge","8/24/23"
"DEPP V HEARD: Limited Series: Breaking the Internet","8/22/23"
"DEPP V HEARD: Limited Series: Truth on Trial","8/22/23"
"Heartstopper: Season 2: Promise","8/21/23"
"Heartstopper: Season 2: Family","8/21/23"
"The Pope's Exorcist","8/20/23"
"The Worst Witch: Season 3: The Swamp Troll","8/15/23"
"The Worst Witch: Season 3: Magic Mum","8/15/23"
"Emily in Paris: Season 1: Family Affair","8/15/23"
"The Worst Witch: Season 3: Double Hubble","8/14/23"
"The Worst Witch: Season 3: The Wishing Star","8/14/23"
"The Worst Witch: Season 2: The Big Freeze","8/14/23"
"The Worst Witch: Season 2: All Hallow's Eve","8/13/23"
"The Big Nailed It Baking Challenge: Season 1: Ya Not Done!","8/13/23"
"The Witcher: Season 1: The End’s Beginning","8/13/23"
"Heartstopper: Season 2: Out","8/13/23"
"Heartstopper: Season 1: Boyfriend","8/13/23"
"Heartstopper: Season 1: Bully","8/13/23"
"Despicable Me","8/13/23"
"Outlander: Season 1: Sassenach","8/13/23"
"The Big Nailed It Baking Challenge: Season 1: Piping Perfection","8/12/23"
"Heartstopper: Season 1: Girls","8/12/23"
"Glass Onion: A Knives Out Mystery","8/12/23"
"The Worst Witch: Season 2: Love at First Sight","8/11/23"
"The Worst Witch: Season 2: A New Dawn","8/11/23"
"The Worst Witch: Season 2: Miss Softbroom","8/11/23"
"The Worst Witch: Season 2: Miss Cackle's Birthday","8/10/23"
"Ugly Betty: Season 1: Pilot","8/10/23"
"Heartstopper: Season 1: Friend","8/10/23"
"Heartstopper: Season 1: Secret","8/10/23"
"The Big Nailed It Baking Challenge: Season 1: Fondant Fails","8/10/23"
"The Worst Witch: Season 2: Hollow Wood","8/9/23"
"The Worst Witch: Season 2: Bat Girl","8/9/23"
"The Worst Witch: Season 2: Mildred's Family Tree","8/9/23"
"Ladies First: A Story of Women in Hip-Hop: Limited Series: Shaping Hip-Hop","8/9/23"
"Pride & Prejudice","8/9/23"
"The Worst Witch: Season 2: The Extraordinary Esper Vespertilio","8/8/23"
"Heartstopper: Season 1: Kiss","8/8/23"
"Heartstopper: Season 1: Crush","8/8/23"
"Heartstopper: Season 1: Meet","8/8/23"
"The Worst Witch: Season 2: Ethel Everywhere","8/8/23"
"The Worst Witch: Season 2: The Friendship Trap","8/7/23"
"The Big Nailed It Baking Challenge: Season 1: Fruit Follies","8/7/23"
"The Big Nailed It Baking Challenge: Season 1: Baking 101","8/6/23"
"The Worst Witch: Season 2: Tortoise Trouble","8/6/23"
"The Worst Witch: Season 1: The Worst Headmistress","8/6/23"
"The Worst Witch: Season 1: Out of Bounds","8/4/23"
"Snow White & the Huntsman","8/4/23"
"The Curious Creations of Christine McConnell: Season 1: Gifts for Nosy Neighbors","8/1/23"
"The Crown: Season 5: Ipatiev House","8/1/23"
"The Crown: Season 5: The Way Ahead","8/1/23"
"The Crown: Season 5: Annus Horribilis","8/1/23"
"Kohrra: Season 1: Episode 5","7/28/23"
"Kohrra: Season 1: Episode 4","7/28/23"
"Kohrra: Season 1: Episode 3","7/28/23"
"The Tale of Despereaux","7/27/23"
"Extreme Makeover: Home Edition: Season 1: The Pauni Family","7/23/23"
"Extreme Makeover: Home Edition: Season 1: The Koepke Family","7/23/23"
"Extreme Makeover: Home Edition: Season 1: The Farina Family","7/23/23"
"ONI: Thunder God's Tale: Limited Series: Onari's Kushi Power","7/23/23"
"The Worst Witch: Season 1: The Mists of Time","7/21/23"
"The Worst Witch: Season 1: Spelling Bee","7/21/23"
"The Dark Crystal: Age of Resistance: Season 1: Nothing Is Simple Anymore","7/21/23"
"The Worst Witch: Season 1: The First Witch","7/19/23"
"Pokémon The Series: Indigo League: Season 1: Pokémon - I Choose You!","7/18/23"
"The Epic Tales of Captain Underpants: Season 1: Captain Underpants and the Frenzied Farts of Flabby Flabulous","7/18/23"
"The Worst Witch: Season 1: Maud's Big Mistake","7/17/23"
"The Baby-Sitters Club: Season 1: The Truth About Stacey","7/17/23"
"Unknown: Cave of Bones","7/17/23"
"The Baby-Sitters Club: Season 1: Claudia and the Phantom Phone Calls","7/17/23"
"Hook","7/16/23"
"The Baby-Sitters Club: Season 1: Kristy’s Great Idea","7/16/23"
"The Worst Witch: Season 1: The Best Teacher","7/12/23"
"The Worst Witch: Season 1: The Great Wizard's Visit","7/11/23"
"The Worst Witch: Season 1: Pond Life","7/10/23"
"Annihilation","7/10/23"
"The UnXplained: Season 2: The Underground World","7/8/23"
"Rainbow High: Season 1: Part 1","7/8/23"
"Good Witch: Season 1: Do the Right Thing","7/8/23"
"Ancient Aliens: Season 4: The Mystery of Puma Punku","7/8/23"
"Ancient Aliens: Season 4: The Nasa Connection","7/7/23"
"Ancient Aliens: Season 4: The Greys","7/7/23"
"The Bureau of Magical Things: Season 1: A Magical Mishap","7/7/23"
"Good Witch: Season 1: Running Scared","7/7/23"
"The Worst Witch: Season 1: New Girl","7/6/23"
"Good Witch: Season 1: Apologies and Remembrances","7/6/23"
"The Worst Witch: Season 1: Tabby","7/5/23"
"Dune","7/5/23"
"Guillermo del Toro's Cabinet of Curiosities: Season 1: The Autopsy","7/5/23"
"Bridesmaids","7/4/23"
"Eldorado: Everything the Nazis Hate","7/3/23"
"Salt","7/3/23"
"King of Clones","7/2/23"
"The Worst Witch: Season 1: Selection Day","6/30/23"
"Good Witch: Season 1: Starting Over … Again","6/30/23"
"Hoarders: Season 13: Paul","6/29/23"
"Barbecue Showdown: Season 2: Breakfast Showdown","6/29/23"
"Barbecue Showdown: Season 2: Land, Sea & Fire","6/29/23"
"Barbecue Showdown: Season 2: Saucy and Spicy","6/29/23"
"Barbecue Showdown: Season 2: The Fire Within","6/28/23"
"Minions: The Rise of Gru","6/26/23"
"Riddick","6/26/23"
"Archive 81: Season 1: Mystery Signals","6/26/23"
"Skull Island: Season 1: Maritime Pilot","6/26/23"
"Fate: The Winx Saga: Season 1: To the Waters and the Wild","6/25/23"
"Tales of the City: Limited Series: Coming Home","6/25/23"
"The Magicians: Season 1: The Mayakovsky Circumstance","6/25/23"
"The Magicians: Season 1: Impractical Applications","6/25/23"
"The Magicians: Season 1: Mendings, Major and Minor","6/25/23"
"The Adam Project","6/25/23"
"Spenser Confidential","6/25/23"
"Bullet Train","6/25/23"
"Gumraah","6/25/23"
"Is It Cake?: Season 1: Fast-Food Fakeout","6/25/23"
"Is It Cake?: Season 1: Phony Fashion","6/25/23"
"The Bureau of Magical Things: Season 1: Aisle 13","6/25/23"
"The Ultimatum: Queer Love: Season 1: The Break Up","6/25/23"
"Glamorous: Season 1: RSVP Now!","6/25/23"
"The Secret of Skinwalker Ranch: Season 1: Episode 1","6/25/23"
"Next in Fashion: Season 2: The Finale","6/24/23"
"Next in Fashion: Season 2: Transformation","6/24/23"
"Next in Fashion: Season 2: Everything Old Is New","6/24/23"
"Race","6/24/23"
"Next in Fashion: Season 2: Swimwear","6/24/23"
"Pirate Gold of Adak Island: Season 1: The Pirate's Gambit","6/24/23"
"The School for Good and Evil","6/24/23"
"Next in Fashion: Season 2: Met Gala","6/23/23"
"Next in Fashion: Season 2: Collaboration","6/23/23"
"Barbie Life in the Dreamhouse: Season 1: Best of Barbie","6/22/23"
"Next in Fashion: Season 2: Childhood","6/21/23"
"Next in Fashion: Season 2: Thrift","6/21/23"
"Next in Fashion: Season 2: Wear the Earth","6/21/23"
"Mean Girls","6/19/23"
"Motel Makeover: Season 1: Home Sweet Motel","6/19/23"
"Outer Banks: Season 1: The Lucky Compass","6/19/23"
"Our Planet: Our Planet II: Chapter 1: World on the Move","6/19/23"
"The Boss Baby","6/17/23"
"Black Mirror: Season 6: Loch Henry","6/17/23"
"The Worst Witch: Season 3: Bad Magic","6/16/23"
"Black Mirror: Season 6: Joan Is Awful","6/16/23"
"The Worst Witch: Season 3: The Game","6/15/23"
"Next in Fashion: Season 2: Royalty","6/14/23"
"Orange Is the New Black: Season 1: Tall Men with Feelings","6/13/23"
"Great British Baking Show: Juniors: Season 7: Heat A: Cake Day","6/11/23"
"Selling Sunset: Season 6: Old Deals Die Hard","6/10/23"
"Selling Sunset: Season 6: TBD on Bre","6/10/23"
"Never Have I Ever: Season 3: …had an Indian boyfriend","6/10/23"
"Matilda","6/9/23"
"Nanny McPhee","6/7/23"
"Stuart Little","6/7/23"
"The Perfumier","6/4/23"
"Nanny McPhee Returns","6/4/23"
"Selling Sunset: Season 6: I Wanted to Hate You","6/3/23"
"The UnXplained: Season 1: Life Beyond Death","5/31/23"
"A Trip to Infinity","5/31/23"
"Barbecue Showdown: Season 2: BBQ Trash or Treasure?","5/30/23"
"Guillermo del Toro's Cabinet of Curiosities: Season 1: The Outside","5/29/23"
"Queen Charlotte: A Bridgerton Story: Crown Jewels","5/26/23"
"Queen Charlotte: A Bridgerton Story: Gardens in Bloom","5/26/23"
"The Midnight Club: Season 1: Anya","5/26/23"
"The Toys That Made Us: Season 3: Mighty Morphin Power Rangers","5/26/23"
"The Toys That Made Us: Season 1: G.I. Joe","5/26/23"
"Anna Nicole Smith: You Don't Know Me","5/25/23"
"The Toys That Made Us: Season 2: Transformers","5/25/23"
"MerPeople: Limited Series: No Dead Mermaids","5/25/23"
"Guillermo del Toro's Cabinet of Curiosities: Season 1: Graveyard Rats","5/22/23"
"How to Get Away With Murder: Season 1: It's All Her Fault","5/22/23"
"Stranger Things: Stranger Things 3: Chapter Three: The Case of the Missing Lifeguard","5/21/23"
"Missing: Dead or Alive?: Season 1: Episode 1","5/21/23"
"How to Get Away With Murder: Season 1: Pilot","5/21/23"
"Earthstorm: Season 1: Tornado","5/21/23"
"Jewish Matchmaking: Season 1: Date ‘Em 'Til you Hate ‘Em","5/20/23"
"Dr. Seuss' The Lorax","5/20/23"
"Queen Charlotte: A Bridgerton Story: Holding the King","5/19/23"
"Queen Charlotte: A Bridgerton Story: Even Days","5/19/23"
"Stranger Things: Stranger Things 3: Chapter Two: The Mall Rats","5/18/23"
"The Midnight Club: Season 1: Witch","5/18/23"
"The Midnight Club: Season 1: See You Later","5/18/23"
"Stranger Things: Stranger Things 3: Chapter One: Suzie, Do You Copy?","5/17/23"
"Stranger Things: Stranger Things 2: Chapter Nine: The Gate","5/17/23"
"Stranger Things: Stranger Things 2: Chapter Eight: The Mind Flayer","5/17/23"
"The Diplomat: Season 1: Some Lusty Tornado","5/17/23"
"The Diplomat: Season 1: The Dogcatcher","5/17/23"
"The Diplomat: Season 1: He Bought a Hat","5/17/23"
"Synchronic","5/17/23"
"Stranger Things: Stranger Things 2: Chapter Seven: The Lost Sister","5/16/23"
"Stranger Things: Stranger Things 2: Chapter Six: The Spy","5/16/23"
"Stranger Things: Stranger Things 2: Chapter Five: Dig Dug","5/16/23"
"The Diplomat: Season 1: Lambs in the Dark","5/16/23"
"Stranger Things: Stranger Things 2: Chapter Four: Will the Wise","5/15/23"
"Mrs. Chatterjee vs Norway","5/15/23"
"The Midnight Club: Season 1: The Two Danas","5/15/23"
"The Midnight Club: Season 1: The Final Chapter","5/15/23"
"The Midnight Club: Season 1: Gimme a Kiss","5/15/23"
"The Diplomat: Season 1: Don't Call It a Kidnapping","5/14/23"
"The Midnight Club: Season 1: The Wicked Heart","5/13/23"
"The Movies That Made Us: Season 3: Nightmare on Elm Street","5/10/23"
"The Movies That Made Us: Season 3: Friday the 13th","5/10/23"
"Top Secret UFO Projects: Declassified: Season 1: Code Name Aurora","5/8/23"
"Queen Charlotte: A Bridgerton Story: Honeymoon Bliss","5/8/23"
"Pitch Perfect","5/6/23"
